#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  25
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  25
#! SET periodic_psi true
   -3.141592654   -3.141592654   24.134976800   -4.056586917    5.718662791
   -2.890265241   -3.141592654   21.272092927  -17.307737879    2.639660526
   -2.638937829   -3.141592654   17.080319618  -14.075035448    1.065704974
   -2.387610417   -3.141592654   15.003711477   -3.042281962    0.329818865
   -2.136283004   -3.141592654   15.647036386    7.718161474    0.587593445
   -1.884955592   -3.141592654   19.279513414   20.375582226    1.008653610
   -1.633628180   -3.141592654   24.787562459   18.213292403    1.755920889
   -1.382300768   -3.141592654   26.344023507   -8.580108333    3.907108180
   -1.130973355   -3.141592654   21.555553723  -25.872752977    6.965293195
   -0.879645943   -3.141592654   15.442395734  -21.645525918    9.735589276
   -0.628318531   -3.141592654   10.810863654  -16.391802359   11.572923682
   -0.376991118   -3.141592654    7.514762984   -9.464277834   12.549320078
   -0.125663706   -3.141592654    6.746184754    3.359928528   12.733283909
    0.125663706   -3.141592654    9.235858994   15.248352612   11.895479594
    0.376991118   -3.141592654   14.332771635   24.221993630   10.204249822
    0.628318531   -3.141592654   21.263629187   29.237790206    8.573479536
    0.879645943   -3.141592654   28.502141548   26.030145451    7.089168523
    1.130973355   -3.141592654   33.686800018   13.017338093    5.273317594
    1.382300768   -3.141592654   34.696605374   -6.022057272    4.179032220
    1.633628180   -3.141592654   31.176225102  -20.828901273    4.387867934
    1.884955592   -3.141592654   25.657280119  -21.239323610    5.120426391
    2.136283004   -3.141592654   21.517685717  -11.618313126    6.308382964
    2.387610417   -3.141592654   19.941276415   -1.781744083    8.455575490
    2.638937829   -3.141592654   20.719437952    7.232461808   10.392959767
    2.890265241   -3.141592654   23.151266030    9.270438788    9.407218832
    3.141592654   -3.141592654   24.134976800   -4.056586917    5.718662791

   -3.141592654   -2.890265241   26.663246694   -9.075006341   10.801628101
   -2.890265241   -2.890265241   22.691047376  -20.861168249    6.325084345
   -2.638937829   -2.890265241   17.783427297  -16.400074534    3.299015668
   -2.387610417   -2.890265241   15.225735386   -4.457427762    1.013978330
   -2.136283004   -2.890265241   15.662694073    7.511321633   -0.462070082
   -1.884955592   -2.890265241   19.397728878   21.503716245   -0.334817976
   -1.633628180   -2.890265241   25.442329385   21.436161710    2.062637990
   -1.382300768   -2.890265241   28.026095844   -3.924902219    6.622559105
   -1.130973355   -2.890265241   24.333109532  -22.139573088   11.360454358
   -0.879645943   -2.890265241   18.908454221  -19.861462084   13.928744465
   -0.628318531   -2.890265241   14.581287125  -15.541813164   14.642057703
   -0.376991118   -2.890265241   11.473593081   -8.836625789   15.241576825
   -0.125663706   -2.890265241   10.775256141    3.142597962   15.829480306
    0.125663706   -2.890265241   13.040471276   13.720233657   15.279402262
    0.376991118   -2.890265241   17.650322351   22.046923761   13.508930974
    0.628318531   -2.890265241   24.007238297   26.807724943   11.124501571
    0.879645943   -2.890265241   30.571220918   23.225411913    8.050072790
    1.130973355   -2.890265241   35.204758187   11.939012585    5.824357098
    1.382300768   -2.890265241   36.353515601   -3.970264918    7.214814666
    1.633628180   -2.890265241   33.486094837  -18.184782335   11.016439366
    1.884955592   -2.890265241   28.508072453  -19.557806116   14.084232689
    2.136283004   -2.890265241   24.746936527  -10.097835353   15.930115132
    2.387610417   -2.890265241   23.597087953    0.021964527   17.035800471
    2.638937829   -2.890265241   24.716812346    7.659821481   17.287779833
    2.890265241   -2.890265241   26.805060031    6.008893135   15.311900339
    3.141592654   -2.890265241   26.663246694   -9.075006341   10.801628101

   -3.141592654   -2.638937829   28.194367950  -11.819524611   -1.661992662
   -2.890265241   -2.638937829   23.723420476  -22.011659303   -0.649851965
   -2.638937829   -2.638937829   18.657373934  -16.757980417    1.720152080
   -2.387610417   -2.638937829   15.961884767   -5.275528600    3.517374167
   -2.136283004   -2.638937829   16.143319738    6.451435309    3.363164510
   -1.884955592   -2.638937829   19.670303613   21.038149133    1.497772306
   -1.633628180   -2.638937829   25.761076995   22.433679825   -1.053676267
   -1.382300768   -2.638937829   28.844447640   -1.005270820   -2.379999642
   -1.130973355   -2.638937829   25.951507663  -19.090012390   -1.374496626
   -0.879645943   -2.638937829   21.091681916  -18.509754003    0.447270242
   -0.628318531   -2.638937829   16.958462038  -15.106272348    1.485708965
   -0.376991118   -2.638937829   13.979434785   -8.181899426    1.879055278
   -0.125663706   -2.638937829   13.430961329    3.474849219    2.134102112
    0.125663706   -2.638937829   15.636841434   12.893155290    1.942404990
    0.376991118   -2.638937829   19.956655534   20.758883892    1.440075277
    0.628318531   -2.638937829   25.997864280   25.590170795    1.668203363
    0.879645943   -2.638937829   32.235733711   21.929599695    2.879250226
    1.130973355   -2.638937829   36.663179986   11.890075038    4.131539289
    1.382300768   -2.638937829   38.048808237   -2.171377235    4.435029940
    1.633628180   -2.638937829   35.690760587  -16.187523853    3.675424355
    1.884955592   -2.638937829   31.162205781  -17.937313916    3.170843963
    2.136283004   -2.638937829   27.750601485   -9.064390341    3.605864674
    2.387610417   -2.638937829   26.706938004   -0.231746522    3.440108858
    2.638937829   -2.638937829   27.590749380    6.018763295    1.742142551
    2.890265241   -2.638937829   29.091438329    3.082393197   -0.546907230
